GU_CDE,DONG_CDE,JIBUN,geometry,X좌표,Y좌표
590,10200,230-14대,POINT (194663.2551724245 545069.8786456551),194663.25517242448,545069.8786456551
590,10500,,POINT (196859.8867122549 544833.1962135009),196859.88671225487,544833.1962135009
590,10500,,POINT (196874.3489433104 544857.9353644331),196874.34894331038,544857.9353644331
590,10300,56-102대,POINT (195814.4275792067 544217.5427548609),195814.4275792067,544217.542754861
590,10600,55-3도,POINT (198448.0281070311 543817.0396726115),198448.0281070311,543817.0396726115
590,10600,59-4대,POINT (198089.8561137634 543912.9564146597),198089.8561137634,543912.9564146597
590,10500,28-5도,POINT (197534.3358513392 545153.7859009219),197534.33585133922,545153.7859009219
590,10500,86-93도,POINT (196476.3920774611 544656.4724269821),196476.3920774611,544656.4724269821
590,10500,250-1도,POINT (196483.7624567809 544707.0209998058),196483.7624567809,544707.0209998058
590,10500,253-79임,POINT (196473.3726608766 544696.2646390593),196473.3726608766,544696.2646390593
590,10500,253-79임,POINT (196471.4759296203 544645.7672815559),196471.47592962033,544645.7672815559
590,10300,167대,POINT (195786.1666940019 544221.9404815282),195786.1666940019,544221.9404815282
590,10300,213-4대,POINT (195777.1548030519 544202.1193050211),195777.1548030519,544202.1193050211
590,10300,231-1도,POINT (195764.2358457247 544221.2621942385),195764.23584572467,544221.2621942385
590,10200,464-18 대,POINT (195705.0688317141 544188.6975138271),195705.0688317141,544188.6975138271
590,10300,356-3대,POINT (195642.0706804164 544189.7037285168),195642.0706804164,544189.7037285168
590,10200,266-1대,POINT (195608.919100174 544196.191996755),195608.91910017398,544196.191996755
590,10200,265-1대,POINT (195606.4351421574 544207.2844471858),195606.4351421574,544207.2844471858
590,10200,260대,POINT (195592.6748334859 544203.6337515253),195592.6748334859,544203.6337515253
590,10200,134-18대,POINT (195571.3852665 544216.6797947377),195571.3852665,544216.6797947377
590,10200,142-5대,POINT (195595.4822853251 544189.2417778829),195595.48228532512,544189.2417778829
590,10200,134-41대,POINT (195513.1415967045 544013.1376371231),195513.1415967045,544013.1376371231
590,10200,산64-23임,POINT (195502.6092452957 544001.1049648596),195502.6092452957,544001.1049648597
590,10200,134-41대,POINT (195520.5866429651 544001.976958808),195520.58664296512,544001.976958808
590,10200,134-329대,POINT (195509.5477292391 543991.8113005881),195509.5477292391,543991.8113005881
590,10200,134-2대,POINT (195718.6722376719 543949.76212868),195718.6722376719,543949.76212868
590,10200,134-2대,POINT (195709.3605803875 543946.6784483084),195709.3605803875,543946.6784483085
590,10200,134-2대,POINT (195714.7455788025 543938.769454512),195714.7455788025,543938.769454512
590,10200,134-87대,POINT (195682.9785092931 544040.5783801978),195682.97850929308,544040.5783801979
590,10200,134-86대,POINT (195694.5940937258 544079.4941831331),195694.59409372578,544079.4941831331
590,10200,134-433대,POINT (195699.4686659091 544095.0765368647),195699.4686659091,544095.0765368647
590,10200,134-564대,POINT (195697.5243543861 544173.2487919633),195697.52435438609,544173.2487919633
590,10200,134-70대,POINT (195707.8068367168 544122.253667202),195707.8068367168,544122.2536672021
590,10200,134-70대,POINT (195709.0633039207 544132.6283025469),195709.0633039207,544132.6283025469
590,10200,산64-56임,POINT (195525.0591840062 543740.0018969881),195525.0591840062,543740.0018969881
590,10200,산64-56임,POINT (195555.0804627211 543831.4552319634),195555.0804627211,543831.4552319634
590,10200,산64-56임,POINT (195545.568086004 543835.470791607),195545.56808600397,543835.470791607
590,10200,134-131대,POINT (195781.7743389969 543924.2845044957),195781.7743389969,543924.2845044957
590,10700,,POINT (197101.3123501109 542757.1015254961),197101.3123501109,542757.1015254961
590,10500,9-22도,POINT (196933.2989267165 545018.2223537379),196933.2989267165,545018.2223537379
590,10500,,POINT (196936.534430331 544909.7080676203),196936.53443033103,544909.7080676203
590,10700,163-3대,POINT (197743.5145948463 542668.3792378805),197743.5145948463,542668.3792378805
590,10700,708-529천,POINT (197736.5715966131 542638.1134293857),197736.5715966131,542638.1134293857
590,10700,162-124임,POINT (197765.5919290858 542650.49747803),197765.5919290858,542650.49747803
590,10700,1093도,POINT (198023.5031411347 542702.6312895967),198023.5031411347,542702.6312895967
590,10700,산12-2 임,POINT (197555.8395654493 543386.3912676657),197555.8395654493,543386.3912676657
590,10700,324-13대,POINT (197880.1823032966 542680.044076625),197880.1823032966,542680.044076625
590,10700,708-360 도,POINT (197928.8737285522 542670.6643711292),197928.8737285522,542670.6643711292
590,10300,108-14 도,POINT (196015.8686236273 543898.7315990851),196015.8686236273,543898.731599085
590,10800,466-47도,POINT (193027.0495335057 544698.3703929372),193027.0495335057,544698.3703929372
590,10800,718-1대,POINT (192982.7489178522 544555.3094638374),192982.74891785218,544555.3094638374
590,10700,708-529천,POINT (197601.6495460814 542527.1930343565),197601.6495460814,542527.1930343565
590,10900,632-57대,POINT (192282.9651416749 543128.338624362),192282.96514167488,543128.338624362
590,10200,126-450수,POINT (195895.2064114541 545052.4156832186),195895.2064114541,545052.4156832186
590,10500,64-54대,POINT (196778.7537702838 544586.500220854),196778.7537702838,544586.500220854
590,10700,708-745천,POINT (197042.1163188221 542512.4992361396),197042.1163188221,542512.4992361396
590,10700,165-3도,POINT (197639.8678738017 542867.7810778121),197639.8678738017,542867.7810778121
590,10700,167-15대,POINT (197629.5736422301 542875.5387971698),197629.57364223013,542875.5387971698
590,10200,320-5구,POINT (194014.1693408133 544505.0248591863),194014.16934081327,544505.0248591864
590,10200,345-13도,POINT (194023.5053172215 544520.4788573876),194023.50531722148,544520.4788573876
590,10800,68-54구,POINT (194016.7688363773 545444.3881380189),194016.7688363773,545444.3881380189
590,10800,68-54구,POINT (193994.5897625773 545482.0226366358),193994.5897625773,545482.0226366358
590,10800,17-5도,POINT (194006.1223211256 545505.1344371149),194006.1223211256,545505.1344371149
590,10900,산 143 공,POINT (192268.2775641046 543146.0502755037),192268.27756410462,543146.0502755037
590,10800,20-4도,POINT (193998.1481690872 545635.8409747308),193998.1481690872,545635.8409747308
590,10700,708-535 도,POINT (196706.6494264945 543323.4578624484),196706.6494264945,543323.4578624484
590,10200,346-18도,POINT (194012.0265336603 544521.7142684648),194012.0265336603,544521.7142684647
590,10800,23-2도,POINT (194003.9084296749 545654.1763394837),194003.9084296749,545654.1763394837
590,10200,7-61도,POINT (195879.1035170985 545059.8814969227),195879.10351709853,545059.8814969227
590,10800,23-2도,POINT (193988.3528503088 545659.6114390523),193988.3528503088,545659.6114390523
590,10200,156-4도,POINT (195139.5110689374 544886.1463061183),195139.51106893737,544886.1463061182
590,10500,143-18대,POINT (196555.3887992443 545374.0014409758),196555.3887992443,545374.0014409758
590,10800,68-49구,POINT (193978.3126269932 545928.7017886636),193978.3126269932,545928.7017886636
590,10200,325대,POINT (195292.8047036874 545011.222265054),195292.80470368738,545011.222265054
590,10800,23-2도,POINT (193992.7665860331 545722.3871406476),193992.76658603307,545722.3871406476
590,10800,23-2도,POINT (193989.1548098433 545780.0383399822),193989.15480984328,545780.0383399822
590,10800,70-1대,POINT (193978.5347483281 545793.5249728956),193978.5347483281,545793.5249728956
590,10300,1-38대,POINT (195776.9637921372 545159.5025879754),195776.9637921372,545159.5025879754
590,10200,364-10 도,POINT (194624.6778520501 545083.6852281239),194624.6778520501,545083.6852281239
590,10900,366-259대,POINT (193277.134790959 543717.3765794965),193277.13479095898,543717.3765794964
590,10100,117-8도,POINT (195073.0343197043 545909.2705272421),195073.0343197043,545909.2705272421
590,10700,217-15대,POINT (197085.9229752492 542654.4261870688),197085.9229752492,542654.4261870688
590,10200,325-14도,POINT (193985.8235816102 544552.0172425443),193985.8235816102,544552.0172425443
590,10900,산 143 공,POINT (192260.8179170192 543143.4273952813),192260.81791701922,543143.4273952814
590,10500,145-1대,POINT (196567.5921903747 545354.5705725992),196567.59219037468,545354.5705725992
590,10500,141-9 도,POINT (196579.1310649166 545373.4951290793),196579.1310649166,545373.4951290793
590,10700,산32-83임,POINT (196991.8608578432 542431.4153205128),196991.86085784322,542431.4153205128
590,10400,126-311수,POINT (196011.9818365741 545543.232143719),196011.9818365741,545543.232143719
590,10900,395-61도,POINT (193226.8328324675 543727.2883994787),193226.8328324675,543727.2883994787
590,10700,708-745천,POINT (197018.705369199 542468.0263843547),197018.705369199,542468.0263843547
590,10900,산 143 공,POINT (192262.4477799405 543130.8484169454),192262.4477799405,543130.8484169454
590,10500,126-450수,POINT (195905.3063761671 545061.6337955616),195905.3063761671,545061.6337955616
590,10500,84-103대,POINT (196622.6637240313 544491.1477124183),196622.6637240313,544491.1477124182
590,10500,211-32대,POINT (196037.1832689469 545204.7342890722),196037.18326894692,545204.7342890722
590,10500,211-32대,POINT (196044.3228903384 545197.6573024218),196044.3228903384,545197.6573024218
590,10500,152-2대,POINT (196524.979472716 545354.0833546539),196524.97947271602,545354.0833546539
590,10800,49-2도,POINT (193989.9029215399 545937.6215711295),193989.90292153988,545937.6215711295
590,10300,7-9대,POINT (195765.5977524553 545048.0911998644),195765.5977524553,545048.0911998644
590,10900,395-61도,POINT (193341.326342299 543704.6331035444),193341.326342299,543704.6331035444
590,10400,47-18대,POINT (195993.5693746928 545536.6332396487),195993.5693746928,545536.6332396487
590,10700,708-743도,POINT (197073.371584525 542598.204053902),197073.371584525,542598.2040539021
590,10700,산32-87임,POINT (196957.9076573478 542405.3201049438),196957.90765734782,542405.3201049438
590,10700,,POINT (197574.4695219769 543364.7370742263),197574.46952197692,543364.7370742264
590,10100,321천,POINT (194929.9228780111 546025.4507907913),194929.9228780111,546025.4507907913
590,10900,498-21도,POINT (192522.3715370856 543814.0489451571),192522.3715370856,543814.0489451571
590,10700,708-535 도,POINT (196882.7752778304 543142.5095489261),196882.7752778304,543142.5095489261
590,10700,708-1108 천,POINT (196791.2411090181 543235.1702736521),196791.2411090181,543235.1702736521
590,10700,산32-92도,POINT (196946.4745721316 543025.2852824838),196946.4745721316,543025.2852824838
590,10200,29-8 도,POINT (195184.8223274098 544950.2118727515),195184.8223274098,544950.2118727515
590,10400,258-1수,POINT (195707.8095037959 545768.8988881913),195707.8095037959,545768.8988881913
590,10500,141도,POINT (196611.554296608 545336.5298060846),196611.554296608,545336.5298060846
590,10500,산4-8 도,POINT (196572.8652481489 545420.1771966388),196572.8652481489,545420.1771966388
590,10900,980-1도,POINT (191708.1881232814 543070.0626839588),191708.1881232814,543070.0626839588
590,10900,500-8도,POINT (192605.9760561514 543868.7236772935),192605.9760561514,543868.7236772935
590,10700,209-16학,POINT (197181.7377257819 542886.607465666),197181.73772578192,542886.607465666
590,10900,492-209도,POINT (192454.6115039551 543911.7194263004),192454.61150395512,543911.7194263004
590,10700,105대,POINT (197851.8860851803 542930.626910039),197851.8860851803,542930.626910039
590,10700,163-57도,POINT (197766.2874794819 542989.6445578325),197766.28747948192,542989.6445578325
590,10400,148-9 도,POINT (195671.1355083256 545606.6439953952),195671.1355083256,545606.6439953953
590,10400,494 대,POINT (195680.7878955661 545678.5851817013),195680.78789556609,545678.5851817013
590,10900,470-14 도,POINT (192467.2101922177 543820.5838579411),192467.2101922177,543820.5838579411
590,10200,226-4대,POINT (194851.5395660019 545073.2308304854),194851.5395660019,545073.2308304854
590,10700,105-6대,POINT (197932.2598894144 543378.750650567),197932.25988941442,543378.750650567
590,10900,699-3도,POINT (191650.7374721311 543123.3506000042),191650.7374721311,543123.3506000042
590,10200,325대,POINT (195102.5314676006 545100.0441822998),195102.53146760058,545100.0441822998
590,10300,2-45대,POINT (195636.1384260486 545033.9622389608),195636.1384260486,545033.9622389608
590,10800,501대,POINT (193315.4434841464 545129.8207399265),193315.4434841464,545129.8207399265
590,10900,479-5 도,POINT (192584.1637168345 543805.4996033746),192584.1637168345,543805.4996033746
590,10600,산21임,POINT (198068.3659045248 543910.116041177),198068.3659045248,543910.1160411771
590,10200,32-27도,POINT (195237.8150538733 545027.8984440103),195237.8150538733,545027.8984440103
590,10200,446 대,POINT (194214.2364983583 545118.8328462394),194214.23649835828,545118.8328462393
590,10500,259천,POINT (196742.6510799912 545397.2810979018),196742.65107999122,545397.2810979018
590,10700,105대,POINT (197936.443810004 543247.0961707897),197936.44381000398,543247.0961707897
590,10900,4302 도,POINT (192456.0283349983 543861.3374531339),192456.0283349983,543861.3374531339
590,10800,466-10대,POINT (193158.5982838842 544951.3528569957),193158.59828388423,544951.3528569957
590,10800,466-56도,POINT (193358.8870409745 545152.3972849536),193358.88704097448,545152.3972849536
590,10700,160-74 도,POINT (197912.5064272009 542848.1832883623),197912.5064272009,542848.1832883622
590,10700,64-163도,POINT (197956.5641596763 543224.5189351423),197956.5641596763,543224.5189351423
590,10700,169-25도,POINT (197567.948002757 543232.0199143956),197567.94800275698,543232.0199143956
590,10700,105-6대,POINT (197979.8350635331 543330.1042161491),197979.83506353307,543330.1042161491
590,10200,218-65대,POINT (195110.4193011759 545166.6316904014),195110.4193011759,545166.6316904014
590,10900,500-8도,POINT (192625.3323972734 543885.2372311827),192625.3323972734,543885.2372311827
590,10900,470-14 도,POINT (192482.8413398116 543809.1620934013),192482.8413398116,543809.1620934013
590,10300,520 대,POINT (196058.3489815239 544018.4399336476),196058.34898152392,544018.4399336476
590,10700,105대,POINT (197920.3658617802 543248.8034581043),197920.36586178018,543248.8034581043
590,10700,105대,POINT (197953.5806791704 543246.3808727047),197953.58067917038,543246.3808727047
590,10700,57-43대,POINT (197933.1958671377 543391.0892585655),197933.1958671377,543391.0892585655
590,10800,466-10대,POINT (193177.7160494123 544958.4927209619),193177.7160494123,544958.4927209619
590,10700,226-5 도,POINT (197192.3941419188 542886.6469337883),197192.39414191878,542886.6469337883
590,10700,산32-59임,POINT (197143.9682448376 542848.0573688376),197143.96824483763,542848.0573688375
590,10700,708-535 도,POINT (196858.354307026 543161.7882880173),196858.35430702602,543161.7882880173
590,10700,708-829천,POINT (197693.7479289962 543062.1784935275),197693.74792899622,543062.1784935275
590,10200,34-47도,POINT (195196.3216242652 544720.6340991481),195196.3216242652,544720.6340991481
590,10200,161-40구,POINT (195159.0763854804 544784.9948804269),195159.07638548038,544784.9948804269
590,10200,22-41대,POINT (195116.8993241734 544856.0717158177),195116.8993241734,544856.0717158178
590,10400,148-9 도,POINT (195703.169415781 545778.8220483246),195703.169415781,545778.8220483246
590,10900,375-11도,POINT (192904.3041992225 544238.7702755444),192904.3041992225,544238.7702755444
590,10900,4142 대,POINT (192610.7671795591 544172.9948574634),192610.7671795591,544172.9948574634
590,10900,4533대,POINT (192182.8908103324 543997.6493882147),192182.89081033238,543997.6493882147
590,10300,105-39대,POINT (196065.418845926 543885.3554800164),196065.418845926,543885.3554800164
590,10300,,POINT (195990.6109065702 543936.9797096779),195990.6109065702,543936.9797096779
590,10300,431 대,POINT (195896.2829407643 544070.5486130357),195896.2829407643,544070.5486130357
590,10300,335-9대,POINT (195723.3958150421 544378.2070592804),195723.3958150421,544378.2070592804
590,10300,337-2대,POINT (195694.4206674691 544358.4858415645),195694.4206674691,544358.4858415645
590,10300,635대,POINT (195519.8956996103 544673.4601302367),195519.89569961032,544673.4601302367
590,10300,36-1대,POINT (195411.2397453287 544767.6986384596),195411.2397453287,544767.6986384597
590,10700,,POINT (197558.9534106846 542725.7023945564),197558.9534106846,542725.7023945564
590,10700,,POINT (197410.0380707246 542812.9765243127),197410.0380707246,542812.9765243127
590,10700,,POINT (197370.9812464021 542832.6386899812),197370.9812464021,542832.6386899812
590,10700,,POINT (197664.7134968508 543266.8783837127),197664.71349685077,543266.8783837127
590,10200,161-24대,POINT (195068.2520514348 544429.9896184248),195068.2520514348,544429.9896184248
590,10400,46도,POINT (196154.4953233729 545979.167013975),196154.4953233729,545979.167013975
590,10700,105-21도,POINT (197856.2669304925 543173.8096116276),197856.2669304925,543173.8096116276
590,10700,,POINT (197583.6094583665 542729.1830329768),197583.6094583665,542729.1830329768
590,10700,,POINT (197292.3784031624 542887.2652770592),197292.37840316238,542887.2652770592
590,10700,169-32대,POINT (197277.5730888757 542902.0579916476),197277.5730888757,542902.0579916476
590,10900,390-5학,POINT (192951.0448196079 544312.3557567059),192951.0448196079,544312.355756706
590,10900,375-32도,POINT (192924.9102450339 544253.9806974801),192924.9102450339,544253.98069748
590,10300,208-1도,POINT (195864.4751070425 544112.8186357747),195864.4751070425,544112.8186357747
590,10900,507-1 대,POINT (192824.512691418 544227.9659343426),192824.512691418,544227.9659343426
590,10700,494-8도,POINT (198353.6567807988 541918.9377044793),198353.6567807988,541918.9377044793
590,10900,3980-9답,POINT (192409.1519435021 544129.3950342978),192409.1519435021,544129.3950342978
590,10200,,POINT (194639.6960518818 544971.8585591028),194639.6960518818,544971.8585591029
590,10700,169-32대,POINT (197258.0035689622 542921.3542589417),197258.0035689622,542921.3542589417
590,10700,,POINT (197205.4051357106 543003.9329975212),197205.40513571058,543003.9329975211
590,10700,,POINT (197603.329605117 543320.720528174),197603.329605117,543320.720528174
590,10300,108-11도,POINT (196019.2671137235 543954.7332918434),196019.2671137235,543954.7332918434
590,10300,,POINT (195621.5353320891 544527.1844908573),195621.53533208912,544527.1844908573
590,10300,420 대,POINT (195439.0103150656 544788.0772756535),195439.0103150656,544788.0772756535
590,10900,4196도,POINT (192613.2349772401 544163.0796205761),192613.23497724012,544163.0796205761
590,10100,70-4도,POINT (194574.4281251195 546008.7901644544),194574.4281251195,546008.7901644544
590,10100,319천,POINT (194575.9928717683 545988.9823540878),194575.99287176828,545988.9823540878
590,10500,332천,POINT (196802.598765582 545498.5670000825),196802.598765582,545498.5670000825
590,10800,375-78 공,POINT (193631.5268074119 544674.5121000404),193631.52680741192,544674.5121000404
590,10200,325대,POINT (195241.2275332674 545057.2744429209),195241.22753326737,545057.2744429209
590,10200,323대,POINT (195365.1692961502 545207.978612404),195365.16929615018,545207.978612404
590,10200,521 대,POINT (194835.6881293865 544573.5503612447),194835.6881293865,544573.5503612447
590,10700,782-3대,POINT (198444.174205898 543491.0696850204),198444.17420589802,543491.0696850204
590,10200,173-50 대,POINT (194923.2324156647 544528.7206041589),194923.23241566468,544528.7206041589
590,10800,501대,POINT (193296.742951957 545114.8364126449),193296.74295195699,545114.836412645
590,10500,143-64대,POINT (196474.0107834446 545339.5569078901),196474.0107834446,545339.5569078901
590,10800,466-67도,POINT (193401.4778405032 544956.0390258867),193401.4778405032,544956.0390258867
590,10800,501대,POINT (193275.8145296399 545099.4443378401),193275.81452963987,545099.4443378401
590,10700,141-34 대,POINT (197998.7224469857 542727.710935094),197998.72244698572,542727.7109350939
590,10200,210-207대,POINT (194923.0200774568 544005.5640353742),194923.0200774568,544005.5640353742
590,10500,133-4대,POINT (196603.0242113199 545252.66247339),196603.0242113199,545252.66247339
590,10700,229-21 도,POINT (197050.1009533112 542500.2872498552),197050.10095331122,542500.2872498552
590,10700,442-20대,POINT (198379.6277154995 541930.3203546371),198379.6277154995,541930.3203546371
590,10800,375-81 학,POINT (193580.5345233182 544580.1063994009),193580.5345233182,544580.106399401
590,10800,498-1도,POINT (193540.322152968 545839.2863462709),193540.322152968,545839.2863462709
590,10800,498-1도,POINT (193603.5912414768 545852.2824848908),193603.5912414768,545852.2824848908
590,10700,765-33도,POINT (198445.4395380435 543539.3759986993),198445.43953804352,543539.3759986993
590,10200,521-1 공,POINT (194883.3312223977 544564.837276449),194883.33122239768,544564.837276449
590,10400,산7-2 임,POINT (195722.119143985 545408.0260864669),195722.119143985,545408.0260864669
590,10300,481대,POINT (195704.0596779048 545399.8224941069),195704.0596779048,545399.8224941068
590,10700,105대,POINT (197784.5741105616 543128.8136855813),197784.5741105616,543128.8136855813
590,10700,105대,POINT (197714.2705904899 543051.9514425931),197714.27059048988,543051.9514425931
590,10700,105대,POINT (197783.6442455185 543111.4834131484),197783.64424551852,543111.4834131484
590,10700,105대,POINT (197795.9004339741 543111.1439350994),197795.9004339741,543111.1439350994
590,10700,105대,POINT (197802.1766134729 543130.6334330665),197802.1766134729,543130.6334330665
590,10700,105대,POINT (197823.2996171231 543140.3906659139),197823.2996171231,543140.3906659139
590,10700,105-4대,POINT (197826.1344557477 543155.5092631286),197826.1344557477,543155.5092631286
590,10200,229-125대,POINT (194774.9429299461 545086.0099063322),194774.9429299461,545086.0099063322
590,10300,2-24대,POINT (195607.4998009883 545003.6646782731),195607.49980098827,545003.6646782731
590,10200,512-11 도,POINT (196138.4337476143 543675.6471316922),196138.4337476143,543675.6471316922
590,10200,511 학,POINT (196106.5649531232 543762.1573301315),196106.5649531232,543762.1573301315
590,10300,433대,POINT (195629.736191335 544441.7485860968),195629.736191335,544441.7485860968
590,10200,465-1도,POINT (195576.5240430676 544519.0108898055),195576.52404306762,544519.0108898055
590,10800,375-1학,POINT (193405.65625 544812),193405.65625,544812.0
590,10500,86 학,POINT (196498.168427698 544732.2019648236),196498.168427698,544732.2019648236
590,10300,산60-42임,POINT (196560.5494469026 543974.7499631268),196560.54944690262,543974.7499631268
590,10500,170-94 도,POINT (196417.1646717209 545301.8514278956),196417.1646717209,545301.8514278956
590,10500,173-133대,POINT (196393.1130708646 545311.6996790216),196393.1130708646,545311.6996790216
590,10800,23-176 공,POINT (193478.3027528482 545203.0345192032),193478.3027528482,545203.0345192032
590,10300,7-28대,POINT (195775.1031145375 545088.1441873794),195775.1031145375,545088.1441873794
590,10800,379-16대,POINT (193286.9721680381 544553.3722112745),193286.97216803808,544553.3722112746
590,10800,375-44도,POINT (193305.2767603385 544822.7675405793),193305.27676033851,544822.7675405793
590,10800,375-39대,POINT (193297.2852550078 544832.0631563594),193297.28525500782,544832.0631563594
590,10800,501대,POINT (193302.6285267112 544950.3109709364),193302.62852671123,544950.3109709364
590,10500,259-2도,POINT (196721.4145133046 545391.1419734866),196721.4145133046,545391.1419734865
590,10500,141-14 도,POINT (196638.5987113958 545337.131515646),196638.59871139578,545337.131515646
590,10100,320-1도,POINT (194377.7251150486 545984.2015185545),194377.72511504858,545984.2015185545
590,10200,210-6 도,POINT (194935.2155790076 543988.6184066267),194935.2155790076,543988.6184066267
590,10500,118-2 대,POINT (196626.017763375 545288.0345472606),196626.017763375,545288.0345472606
590,10500,127-2대,POINT (196616.3405557699 545252.0354477543),196616.3405557699,545252.0354477543
590,10800,391-73대,POINT (193287.2105441546 544478.4844567176),193287.2105441546,544478.4844567176
590,10800,335-47대,POINT (193757.3172224714 544486.2380118459),193757.3172224714,544486.238011846
590,10700,1778 대,POINT (198396.7586274507 542873.8511498908),198396.7586274507,542873.8511498908
590,10900,347-9대,POINT (193613.3789006177 544074.2871275152),193613.37890061768,544074.2871275152
590,10900,406-5 주,POINT (193614.3161352168 544148.1512519706),193614.3161352168,544148.1512519707
590,10200,363-77대,POINT (194377.4910959208 544856.7303910938),194377.4910959208,544856.7303910939
590,10800,390-6 학,POINT (193150.8711381945 544503.862626045),193150.8711381945,544503.862626045
590,10800,390-5학,POINT (193160.8389023825 544492.6718920362),193160.8389023825,544492.6718920362
590,10800,391-72대,POINT (193287.2383737724 544500.3962232813),193287.2383737724,544500.3962232813
590,10700,161-43대,POINT (197984.1633676911 542704.5889893329),197984.1633676911,542704.5889893329
590,10900,335-117대,POINT (193637.6836611915 544398.5597940624),193637.6836611915,544398.5597940624
590,10200,356-56대,POINT (194106.9693006892 544658.4878604949),194106.9693006892,544658.4878604949
590,10800,4881도,POINT (192977.5596344066 544500.422883583),192977.5596344066,544500.422883583
590,10800,390-6 학,POINT (193011.5837739331 544486.7578975174),193011.5837739331,544486.7578975174
590,10800,335-130대,POINT (193682.2138713149 544477.4979738531),193682.2138713149,544477.4979738531
590,10700,140-7 도,POINT (198193.7056074255 542763.9731381581),198193.7056074255,542763.9731381581
590,10900,391-570대,POINT (193503.3729915137 544420.1452577056),193503.37299151372,544420.1452577056
590,10700,산12-2 임,POINT (197543.2691721056 543386.0993662504),197543.2691721056,543386.0993662504
590,10700,169-8대,POINT (197430.8083235981 542814.5785825545),197430.8083235981,542814.5785825545
590,10800,501대,POINT (193398.3517220184 544992.6901958215),193398.3517220184,544992.6901958215
590,10700,105대,POINT (197805.5933755439 542952.8752728887),197805.59337554392,542952.8752728887
590,10700,산32-59 도,POINT (197046.4274974745 542506.8671511537),197046.4274974745,542506.8671511536
590,10800,341-19대,POINT (193406.4993079026 545556.5148356889),193406.49930790262,545556.5148356889
590,10800,466-1도,POINT (193355.3055948908 545564.3981633104),193355.3055948908,545564.3981633104
590,10500,155대,POINT (196482.4829094065 545330.8372304559),196482.48290940648,545330.837230456
590,10500,130-3도,POINT (196585.264202655 545214.4043642781),196585.264202655,545214.4043642781
590,10500,130-3도,POINT (196570.176288201 545203.6510775047),196570.176288201,545203.6510775047
590,10500,182-5 대,POINT (196546.591198817 545129.3560756719),196546.59119881698,545129.3560756719
590,10300,산60-39임,POINT (196544.1985783372 543936.8901965446),196544.19857833718,543936.8901965446
590,10500,332천,POINT (196817.2492438476 545478.2503680653),196817.24924384762,545478.2503680653
590,10800,335대,POINT (193635.0555291015 544535.0599921504),193635.0555291015,544535.0599921504
590,10800,375-78 공,POINT (193589.3857748739 544580.6268913343),193589.3857748739,544580.6268913343
590,10800,375-1학,POINT (193606.4689420011 544741.3516079484),193606.46894200108,544741.3516079484
590,10800,375-1학,POINT (193558.5728318448 544761.8115234481),193558.5728318448,544761.8115234481
590,10800,375-1학,POINT (193501.0929150436 544819.8870808679),193501.09291504358,544819.8870808679
590,10800,335-55대,POINT (193635.3107412158 544527.7227291279),193635.31074121577,544527.7227291279
590,10800,392-16대,POINT (193513.7182298135 544493.4763637155),193513.7182298135,544493.4763637155
590,10800,391-231대,POINT (193395.1302241173 544475.1102095069),193395.1302241173,544475.1102095068
590,10300,36-1대,POINT (195313.7364737228 544805.3021549941),195313.73647372282,544805.3021549941
590,10400,379-53대,POINT (195475.5967973109 545557.6832358517),195475.5967973109,545557.6832358517
590,10300,산7-2 임,POINT (195713.4267596211 545393.5594391171),195713.4267596211,545393.5594391171
590,10800,4203도,POINT (193422.2064628769 545618.8523196932),193422.2064628769,545618.8523196932
590,10500,260천,POINT (197072.760290219 545252.7517700872),197072.76029021898,545252.7517700872
590,10100,14-37철,POINT (194714.3028282771 545787.4860467974),194714.3028282771,545787.4860467975
590,10800,341-3대,POINT (193347.9144349684 545557.4372501316),193347.9144349684,545557.4372501315
590,10800,1198도,POINT (193311.9657953742 545574.2149282199),193311.9657953742,545574.2149282199
590,10200,521 대,POINT (195029.6741899892 544328.0178531084),195029.67418998922,544328.0178531085
590,10300,420-5 대,POINT (195632.7458999603 544422.2598070151),195632.7458999603,544422.2598070151
590,10800,375-1학,POINT (193499.1505617552 544812.2969397183),193499.1505617552,544812.2969397183
590,10300,414대,POINT (195471.4300928378 544983.7202950523),195471.4300928378,544983.7202950523
590,10800,68-54구,POINT (194009.3843059752 545467.531094572),194009.3843059752,545467.531094572
590,10400,379-74 대,POINT (195484.3215698776 545579.5346460273),195484.32156987762,545579.5346460273
590,10400,379-30 대,POINT (195478.9579349046 545571.5949397574),195478.9579349046,545571.5949397574
590,10100,379-29대,POINT (195463.9129927716 545576.384767864),195463.9129927716,545576.384767864
590,10800,4878도,POINT (193120.3685954256 544960.7164103903),193120.3685954256,544960.7164103903
590,10100,56-1대,POINT (194723.5939403666 545686.5758534538),194723.5939403666,545686.5758534538
590,10700,산12-2 임,POINT (197535.610389885 543411.8072705233),197535.610389885,543411.8072705233
590,10700,442-5도,POINT (198338.1514541138 541950.5556674391),198338.1514541138,541950.555667439
590,10800,391-73대,POINT (193275.6998923009 544489.6462876567),193275.6998923009,544489.6462876567
590,10800,391-231대,POINT (193406.6259165638 544485.6968401731),193406.6259165638,544485.6968401731
590,10200,521-17 도,POINT (195071.0306997065 544419.476231768),195071.0306997065,544419.4762317679
590,10800,375-81 학,POINT (193591.4508226799 544621.4879498106),193591.45082267988,544621.4879498106
590,10800,335대,POINT (193618.1302428026 544538.0534274121),193618.1302428026,544538.0534274121
